date,n_units,n_rows,M0_MAE_day,M0_MSE_day,M0_deviance_day,M1_MAE_day,M1_MSE_day,M1_deviance_day,M2_MAE_day,M2_MSE_day,M2_deviance_day,M1_minus_M0_MAE_day,M1_minus_M0_MSE_day,M1_minus_M0_deviance_day,M2_minus_M0_MAE_day,M2_minus_M0_MSE_day,M2_minus_M0_deviance_day,M2_minus_M1_MAE_day,M2_minus_M1_MSE_day,M2_minus_M1_deviance_day
2025-02-02,11,11,427.5713814305032,424432.7587417357,273.71264635888804,466.9072356886159,479529.0146152651,314.0375863122039,415.2063156598819,357332.7591047817,261.63419585425993,39.335854258112704,55096.255873529415,40.32493995331589,-12.3650657706213,-67099.99963695399,-12.078450504628108,-51.700920028734004,-122196.2555104834,-52.403390457944
2025-02-03,11,11,443.354489826517,461220.2785867401,280.2897775335658,468.828974416327,489202.60152063356,306.6959354618945,439.1038874107719,411101.15077415033,275.59468447629007,25.474484589810004,27982.322933893476,26.406157928328696,-4.2506024157451066,-50119.12781258975,-4.695093057275756,-29.72508700555511,-78101.45074648323,-31.10125098560445
2025-02-04,11,11,458.44552196828295,499640.34099838784,304.7739942317104,436.8922254736947,402714.39555247803,283.6546042623795,441.6963619630558,411006.9236491032,289.9457364608104,-21.553296494588267,-96925.9454459098,-21.119389969330882,-16.749160005227168,-88633.41734928463,-14.828257770899995,4.804136489361099,8292.528096625174,6.291132198430887
2025-02-05,11,11,422.85786793677437,452055.5072207056,269.25985870059594,400.31840884758077,362125.52410766383,245.33764383306053,398.4302921840637,350849.52287655126,243.54017363521027,-22.5394590891936,-89929.98311304179,-23.922214867535416,-24.427575752710652,-101205.98434415436,-25.719685065385676,-1.888116663517053,-11276.001231112576,-1.7974701978502594
2025-02-06,11,11,395.604688908647,411881.50795536995,249.62427502869286,337.06656904760007,249801.9284757967,189.45320912158786,348.1412406791221,261584.73477638344,201.37805669348302,-58.53811986104694,-162079.57947957324,-60.171065907105,-47.463448229524886,-150296.7731789865,-48.246218335209846,11.074671631522051,11782.80630058673,11.924847571895157
2025-02-07,11,11,370.21242647426067,339141.4872054938,233.27297376666684,332.8506738809781,270047.90576418344,195.3951171288945,316.85713754101255,207286.1083200943,180.96651718000984,-37.361752593282574,-69093.58144131035,-37.87785663777234,-53.35528893324812,-131855.3788853995,-52.30645658665699,-15.993536339965544,-62761.79744408914,-14.428599948884653
2025-02-08,11,11,401.904998373096,383850.35211444326,255.1122038014335,303.99540829443475,201950.13958107933,159.0567134993784,307.9926039188845,182100.37391455055,164.47551678832897,-97.90959007866127,-181900.21253336393,-96.05549030205512,-93.9123944542115,-201749.9781998927,-90.63668701310453,3.9971956244497733,-19849.76566652878,5.418803288950585
2025-02-09,11,11,445.93474068150465,462121.14172237756,296.2823715845805,299.9758846910806,170283.34191213793,156.98115251077158,306.410379822576,167463.3900417243,163.68982206686093,-145.95885599042407,-291837.79981023964,-139.30121907380894,-139.52436085892867,-294657.75168065325,-132.5925495177196,6.434495131495396,-2819.9518704136135,6.7086695560893475
2025-02-10,11,11,474.5798383660039,536708.4232816073,321.84527316055215,437.47410515884764,470796.1937172299,280.51457474394806,337.131704213075,228553.07886624473,185.9998140524202,-37.10573320715628,-65912.22956437746,-41.33069841660409,-137.4481341529289,-308155.3444153626,-135.84545910813196,-100.34240094577262,-242243.11485098515,-94.51476069152787
2025-02-11,11,11,460.1451958788512,533413.3875686061,304.23467008521305,481.5435702217754,564305.1399097666,327.6526369462961,348.7716806086919,261437.85550759037,192.29022178243804,21.39837434292417,30891.75234116055,23.417966861083073,-111.37351527015932,-271975.5320610157,-111.94444830277502,-132.7718896130835,-302867.2844021763,-135.3624151638581
2025-02-12,11,11,428.664808488274,472755.38989056385,273.20422732646443,472.32516102969953,567036.1913375481,320.49041509949035,347.99814479816797,286113.0600444981,196.68870533947018,43.66035254142554,94280.80144698423,47.286187773025915,-80.66666369010602,-186642.32984606572,-76.51552198699426,-124.32701623153156,-280923.13129304996,-123.80170976002017
2025-02-13,11,11,391.4554127099619,377621.34799891856,235.35838157206044,423.36486228279534,430441.7311583957,268.5695975117077,321.8477596662833,234010.29230954498,172.43810080594682,31.909449572833466,52820.38315947715,33.211215939647246,-69.60765304367857,-143611.05568937358,-62.92028076611362,-101.51710261651203,-196431.43884885072,-96.13149670576087
2025-02-14,11,11,387.3683099753678,375149.99617318256,250.17130269754617,431.8167128996816,452975.5959110399,296.6406326278488,338.386768765618,265378.2690006601,200.20132053981152,44.44840292431377,77825.59973785735,46.46932993030262,-48.98154120974982,-109771.72717252246,-49.96998215773465,-93.42994413406359,-187597.3269103798,-96.43931208803727
